RFC,Patente,"Número Pedimento","Sección Aduanera","Fecha Pago Real","Clave Documento","Tipo Operación","Tipo Pedimento","Efectivo DTA","Exento de Pago DTA","Pendiente de Pago DTA","Compensacion DTA","Ctas Aduaneras Garantia Precios Estimados DTA","Efectivo MULTA","Exento de Pago MULTA","Pendiente de Pago MULTA","Efectivo PVR","Exento de Pago PVR","Pendiente de PagoPVR","Efectivo IVA_PRV","Efectivo CNT","Exento de Pago CNT","Pendiente de Pago CNT","Efectivo REC","Número Pedimento anterior","Clave Documento Anterior","Fecha Operación Anterior"
SVD000317AH4,"	3931","	1006162","	810",2021-12-22,RT,Exportacion,1,,352,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3931","	1006127","	810",2021-12-16,RT,Exportacion,1,,352,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3931","	1006073","	810",2021-12-18,IN,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3931","	1006072","	810",2021-12-17,IN,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3931","	1006057","	810",2021-12-18,IN,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3931","	1006004","	810",2021-12-14,RT,Exportacion,1,,352,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3931","	1005989","	810",2021-12-09,AF,Importacion,1,7320,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3931","	1005941","	810",2021-12-20,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3931","	1005920","	810",2021-12-09,IN,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3931","	1005918","	810",2021-12-09,IN,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3931","	1005908","	810",2021-12-09,RT,Exportacion,1,,352,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3931","	1005873","	810",2021-12-07,RT,Exportacion,1,,352,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3931","	1005867","	810",2021-12-29,IN,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3931","	1005846","	810",2021-12-14,AF,Importacion,1,22088,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3931","	1005775","	810",2021-12-01,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3931","	1005774","	810",2021-12-28,IN,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3931","	1005745","	810",2021-12-13,RT,Exportacion,1,,352,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3931","	1005675","	810",2021-12-03,IN,Importacion,1,704,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3931","	1005494","	810",2021-12-02,IN,Importacion,1,704,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3921","	1013347","	430",2021-12-28,RT,Exportacion,2,,352,,,,,,,240,,,38,,,,,3921-1013071-430,RT,2021-12-23
SVD000317AH4,"	3921","	1012764","	430",2021-12-09,RT,Exportacion,1,,352,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3921","	1012521","	430",2021-12-03,RT,Exportacion,1,,352,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3770","	1067614","	240",2021-12-26,RT,Exportacion,1,,352,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3770","	1067489","	240",2021-12-24,RT,Exportacion,1,,352,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3770","	1067235","	240",2021-12-19,RT,Exportacion,1,,352,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3770","	1067207","	240",2021-12-22,RT,Exportacion,1,,352,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3770","	1066553","	240",2021-12-27,IN,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3770","	1066009","	240",2021-12-29,RT,Exportacion,1,,352,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3770","	1065918","	240",2021-12-29,RT,Exportacion,1,,1760,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3770","	1065917","	240",2021-12-29,RT,Exportacion,1,,2464,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3770","	1065916","	240",2021-12-28,RT,Exportacion,1,,352,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3770","	1065728","	240",2021-12-13,RT,Exportacion,1,,352,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3770","	1065701","	240",2021-12-24,RT,Exportacion,1,,704,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3770","	1065407","	240",2021-12-22,RT,Exportacion,1,,704,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3770","	1065225","	240",2021-12-22,RT,Exportacion,1,,2112,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3770","	1065038","	240",2021-12-21,IN,Importacion,1,704,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3770","	1064859","	240",2021-12-21,IN,Importacion,1,1056,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3770","	1064261","	240",2021-12-07,IN,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3770","	1064000","	240",2021-12-15,RT,Exportacion,1,,352,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3770","	1063936","	240",2021-12-17,RT,Exportacion,1,,352,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3770","	1063890","	240",2021-12-16,RT,Exportacion,1,,5632,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3770","	1063504","	240",2021-12-10,RT,Exportacion,1,,1408,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3770","	1063503","	240",2021-12-10,RT,Exportacion,1,,4576,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3770","	1063502","	240",2021-12-10,RT,Exportacion,1,,352,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3770","	1063307","	240",2021-12-08,RT,Exportacion,1,,704,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3770","	1062494","	240",2021-12-06,IN,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3770","	1060022","	240",2021-12-03,RT,Exportacion,1,,704,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3770","	1059850","	240",2021-12-01,RT,Exportacion,1,,1056,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3770","	1059849","	240",2021-12-02,RT,Exportacion,1,,2816,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3770","	1059610","	240",2021-12-01,RT,Exportacion,1,,704,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3770","	1059343","	240",2021-12-16,RT,Exportacion,1,,1056,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3770","	1059212","	240",2021-12-17,RT,Exportacion,1,,2112,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3770","	1003767","	800",2021-12-16,RT,Exportacion,1,,704,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3752","	1009544","	160",2021-12-07,RT,Exportacion,1,,352,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1066100","	480",2021-12-21,RT,Exportacion,1,,352,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1065915","	480",2021-12-14,RT,Exportacion,1,,352,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1065792","	480",2021-12-10,RT,Exportacion,1,,352,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1065747","	480",2021-12-08,RT,Exportacion,1,,352,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1065587","	480",2021-12-02,RT,Exportacion,1,,352,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1065569","	480",2021-12-02,RT,Exportacion,1,,352,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1057750","	480",2021-12-30,RT,Exportacion,1,,352,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1034110","	240",2021-12-27,RT,Exportacion,1,,352,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1034100","	240",2021-12-17,RT,Exportacion,1,,352,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1034099","	240",2021-12-17,RT,Exportacion,1,,352,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1028949","	480",2021-12-14,RT,Exportacion,1,,352,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1028790","	480",2021-12-01,RT,Exportacion,1,,352,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021737","	480",2021-12-30,IN,Importacion,2,352,,,,,,,,240,,,38,,,,,3711-1020768-480,IN,2021-12-06
SVD000317AH4,"	3711","	1021736","	480",2021-12-30,IN,Importacion,2,352,,,,,,,,240,,,38,,,,,3711-1019205-480,IN,2021-10-22
SVD000317AH4,"	3711","	1021735","	480",2021-12-30,IN,Importacion,2,352,,,,,,,,240,,,38,,,,,3711-1019189-480,IN,2021-10-22
SVD000317AH4,"	3711","	1021734","	480",2021-12-31,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021733","	480",2021-12-30,A1,Importacion,2,352,,,,,,,,240,,,38,,,,,3711-1019178-480,A1,2021-10-22
SVD000317AH4,"	3711","	1021732","	480",2021-12-30,IN,Importacion,2,352,,,,,,,,240,,,38,,,,,3711-1021070-480,IN,2021-12-06
SVD000317AH4,"	3711","	1021731","	480",2021-12-30,IN,Importacion,2,352,,,,,,,,240,,,38,,,,,3711-1017743-480,IN,2021-10-04
SVD000317AH4,"	3711","	1021730","	480",2021-12-30,A1,Importacion,2,771,,,,,,,,240,,,38,,,,,3711-1019742-480,A1,2021-11-04
SVD000317AH4,"	3711","	1021729","	480",2021-12-30,IN,Importacion,2,352,,,,,,,,240,,,38,,,,,3711-1020907-480,IN,2021-12-07
SVD000317AH4,"	3711","	1021728","	480",2021-12-30,A1,Importacion,2,361,,,,,,,,240,,,38,,,,,3711-1020703-480,A1,2021-11-27
SVD000317AH4,"	3711","	1021726","	480",2021-12-30,IN,Importacion,2,352,,,,,,,,240,,,38,,,,,3711-1020330-480,IN,2021-12-07
SVD000317AH4,"	3711","	1021725","	480",2021-12-31,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021718","	480",2021-12-30,BM,Exportacion,1,353,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021716","	480",2021-12-30,A1,Importacion,2,1207,,,,,,,,240,,,38,,,,,3711-1021682-480,A1,2021-12-30
SVD000317AH4,"	3711","	1021715","	480",2021-12-31,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021711","	480",2021-12-30,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021709","	480",2021-12-29,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021708","	480",2021-12-30,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021706","	480",2021-12-30,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021705","	480",2021-12-29,A1,Importacion,1,1009,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021703","	480",2021-12-30,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021702","	480",2021-12-29,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021699","	480",2021-12-29,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021697","	480",2021-12-28,A1,Importacion,1,497,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021696","	480",2021-12-28,RT,Exportacion,1,,352,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021695","	480",2021-12-28,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021694","	480",2021-12-28,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021691","	480",2021-12-28,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021689","	480",2021-12-30,A1,Importacion,1,1580,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021685","	480",2021-12-28,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021684","	480",2021-12-30,A1,Importacion,1,576,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021683","	480",2021-12-28,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021670","	480",2021-12-27,IN,Importacion,2,352,,,,,,,,240,,,38,,,,,3711-1017165-480,IN,2021-09-13
SVD000317AH4,"	3711","	1021669","	480",2021-12-27,IN,Importacion,2,352,,,,,,,,240,,,38,,,,,3711-1016244-480,IN,2021-08-12
SVD000317AH4,"	3711","	1021668","	480",2021-12-27,IN,Importacion,2,352,,,,,,,,240,,,38,,,,,3711-1016241-480,IN,2021-08-13
SVD000317AH4,"	3711","	1021667","	480",2021-12-27,IN,Importacion,2,352,,,,,,,,240,,,38,,,,1637,3711-1016823-480,IN,2021-09-09
SVD000317AH4,"	3711","	1021666","	480",2021-12-27,IN,Importacion,2,352,,,,,,,,240,,,38,,,,,3711-1018650-480,IN,2021-10-14
SVD000317AH4,"	3711","	1021665","	480",2021-12-27,IN,Importacion,2,352,,,,,,,,240,,,38,,,,,3711-1016394-480,IN,2021-11-09
SVD000317AH4,"	3711","	1021664","	480",2021-12-27,IN,Importacion,2,352,,,,,,,,240,,,38,,,,,3711-1020892-480,IN,2021-12-02
SVD000317AH4,"	3711","	1021663","	480",2021-12-27,IN,Importacion,2,352,,,,,,,,240,,,38,,,,,3711-1020890-480,IN,2021-12-02
SVD000317AH4,"	3711","	1021662","	480",2021-12-27,IN,Importacion,2,352,,,,,,,,240,,,38,,,,,3711-1020889-480,IN,2021-12-02
SVD000317AH4,"	3711","	1021661","	480",2021-12-27,IN,Importacion,2,352,,,,,,,,240,,,38,,,,,3711-1017029-480,IN,2021-09-06
SVD000317AH4,"	3711","	1021660","	480",2021-12-27,IN,Importacion,2,352,,,,,,,,240,,,38,,,,,3711-1018492-480,IN,2021-10-07
SVD000317AH4,"	3711","	1021659","	480",2021-12-27,IN,Importacion,2,352,,,,,,,,240,,,38,,,,,3711-1016008-480,IN,2021-08-06
SVD000317AH4,"	3711","	1021658","	480",2021-12-27,IN,Importacion,2,352,,,,,,,,240,,,38,,,,,3711-1018786-480,IN,2021-11-05
SVD000317AH4,"	3711","	1021657","	480",2021-12-27,IN,Importacion,2,352,,,,,,,,240,,,38,,,,,3711-1019894-480,IN,2021-11-05
SVD000317AH4,"	3711","	1021656","	480",2021-12-27,IN,Importacion,2,352,,,,,,,,240,,,38,,,,,3711-1018599-480,IN,2021-10-11
SVD000317AH4,"	3711","	1021655","	480",2021-12-27,A1,Importacion,2,352,,,,,,,,240,,,38,,,,,3711-1006483-480,A1,2021-07-06
SVD000317AH4,"	3711","	1021654","	480",2021-12-27,IN,Importacion,2,352,,,,,,,,240,,,38,,,,,3711-1016267-480,IN,2021-10-29
SVD000317AH4,"	3711","	1021653","	480",2021-12-27,IN,Importacion,2,352,,,,,,,,240,,,38,,,,,3711-1013943-480,A1,2021-11-02
SVD000317AH4,"	3711","	1021650","	480",2021-12-27,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021645","	480",2021-12-27,A1,Importacion,2,352,,,,,,,,240,,,38,,,,,3711-1017508-480,A1,2021-10-08
SVD000317AH4,"	3711","	1021644","	480",2021-12-27,IN,Importacion,2,352,,,,,,,,240,,,38,,,,,3711-1018503-480,IN,2021-10-07
SVD000317AH4,"	3711","	1021643","	480",2021-12-27,IN,Importacion,2,352,,,,,,,,240,,,38,,,,,3711-1018502-480,IN,2021-10-07
SVD000317AH4,"	3711","	1021642","	480",2021-12-27,A1,Importacion,2,352,,,,,,,,240,,,38,,,,,3711-1018530-480,A1,2021-10-07
SVD000317AH4,"	3711","	1021641","	480",2021-12-27,A1,Importacion,2,352,,,,,,,,240,,,38,,,,,3711-1018383-480,A1,2021-10-04
SVD000317AH4,"	3711","	1021640","	480",2021-12-27,A1,Importacion,2,352,,,,,,,,240,,,38,,,,,3711-1007929-480,A1,2021-08-19
SVD000317AH4,"	3711","	1021639","	480",2021-12-27,A1,Importacion,2,352,,,,,,,,240,,,38,,,,,3711-1019717-480,A1,2021-11-04
SVD000317AH4,"	3711","	1021638","	480",2021-12-27,IN,Importacion,2,352,,,,,,,,240,,,38,,,,,3711-1018428-480,IN,2021-10-05
SVD000317AH4,"	3711","	1021637","	480",2021-12-27,A1,Importacion,2,3364,,,,,,,,240,,,38,,,,,3711-1019716-480,A1,2021-11-04
SVD000317AH4,"	3711","	1021636","	480",2021-12-27,IN,Importacion,2,352,,,,,,,,240,,,38,,,,,3711-1019086-480,IN,2021-12-02
SVD000317AH4,"	3711","	1021618","	480",2021-12-27,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021613","	480",2021-12-27,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021610","	480",2021-12-24,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021609","	480",2021-12-24,A1,Importacion,1,437,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021608","	480",2021-12-24,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021607","	480",2021-12-27,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021606","	480",2021-12-27,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021605","	480",2021-12-24,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021604","	480",2021-12-27,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021603","	480",2021-12-23,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021598","	480",2021-12-23,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021596","	480",2021-12-23,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021593","	480",2021-12-23,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021592","	480",2021-12-29,A1,Importacion,1,913,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021590","	480",2021-12-23,A1,Importacion,1,461,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021589","	480",2021-12-23,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021587","	480",2021-12-23,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021586","	480",2021-12-23,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021585","	480",2021-12-23,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021584","	480",2021-12-23,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021582","	480",2021-12-23,A1,Importacion,1,430,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021581","	480",2021-12-23,A1,Importacion,1,880,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021580","	480",2021-12-23,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021578","	480",2021-12-23,A1,Importacion,1,631,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021576","	480",2021-12-23,A1,Importacion,1,539,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021575","	480",2021-12-23,IN,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021571","	480",2021-12-23,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021569","	480",2021-12-23,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021568","	480",2021-12-21,AF,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021564","	480",2021-12-23,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
SVD000317AH4,"	3711","	1021557","	480",2021-12-21,A1,Importacion,1,352,,,,,,,,240,,,38,,,,,,,
